,site_eui
9397,62.16954059
9398,63.44319596
9399,87.02149601
9400,90.39699932
9401,40.60287849
9402,75.49635622
9403,80.34774364
9404,66.70006396
9405,58.0391485
9406,53.8669938
9407,33.43220371
9408,57.06564349
9409,65.32305014
9410,63.1588859
9411,22.00814709
9412,82.05214052
9413,74.68563103
9414,44.55927244
9415,86.80015411
9416,44.48087694
9417,84.36841331
9418,93.07697856
9419,78.56066392
9420,111.5987633
9421,85.9910901
9422,77.56460955
9423,66.09354966
9424,49.61163559
9425,63.63221705
9426,73.50975793
9427,60.35924251
9428,85.22682786
9429,71.19281798
9430,51.16305629
9431,88.89689916
9432,80.40657832
9433,102.1577646
9434,65.51376147
9435,98.54962431
9436,49.5592496
9437,72.51896459999998
9438,58.78115774
9439,58.6062681
9440,84.11288529
9441,108.0978084
9442,66.27866613
9443,51.55302020000001
9444,35.32284169
9445,70.84580736
9446,101.4392189
9447,41.20673968
9448,43.95231455
9449,109.9284202
9450,67.29654359
9451,80.83041063
9452,114.1768747
9453,263.9274211
9454,106.45746470000002
9455,82.96850690000002
9456,74.47053112
9457,54.98270876
9458,88.28132686
9459,47.41450579999999
9460,70.85817389
9461,95.3125784
9462,42.94038681
9463,88.56421271
9464,79.47982575
9465,55.18311452
9466,77.52174483
9467,48.99327912
9468,130.3959133
9469,115.23524779999998
9470,55.50741399
9471,123.1243297
9472,41.06482924
9473,95.09918889
9474,77.82825574
9475,75.68875229999998
9476,76.76642195
9477,86.54577799
9478,74.52725075
9479,83.1796006
9480,77.76204007
9481,89.09745502
9482,53.51123164
9483,83.60369511
9484,90.78239897
9485,94.33049759
9486,81.30396162
9487,53.98228759
9488,22.30531618
9489,27.92389246
9490,44.458622
9491,57.15681456
9492,54.03596184
9493,73.32606093
9494,85.13502404
9495,60.54972433
9496,47.09057094
9497,119.9048008
9498,66.03742281
9499,83.16452723
9500,72.65422201
9501,73.36937402
9502,94.41563928
9503,43.76857226
9504,88.26960665
9505,60.79301417
9506,104.7588491
9507,78.4017277
9508,67.03540119
9509,73.82333731
9510,81.71552798
9511,58.11464914
9512,80.98794123
9513,63.81696381
9514,43.24460156
9515,29.16077875
9516,68.53008735
9517,60.1499704
9518,87.40141596
9519,63.09444639
9520,76.84311315
9521,57.40807582
9522,71.52357438
9523,72.46702658
9524,113.8423971
9525,89.62619811
9526,118.9972465
9527,933.4271756
9528,102.6478209
9529,87.535163
9530,81.40827389
9531,64.92978899
9532,31.22540855
9533,379.2928033
9534,84.21147043
9535,88.18260283
9536,118.1152128
9537,41.5132169
9538,39.58701801
9539,117.3190225
9540,109.9196716
9541,72.97207435
9542,73.22843113
9543,65.34976179
9544,61.72129601
9545,59.47587215
9546,58.04782142
9547,46.42041725
9548,45.83274118
9549,60.74060573
9550,51.30614597
9551,58.52749336
9552,46.90026967
9553,85.91721893
9554,65.88543264
9555,64.46629727
9556,59.91914116
9557,49.52051897
9558,73.93039234
9559,50.45276534
9560,89.88410385
9561,63.87842678
9562,46.63679177
9563,42.13732213
9564,47.77475096
9565,67.05595359
9566,61.72719879
9567,60.31275362
9568,67.17898956
9569,52.85484847
9570,75.4778681
9571,81.31459835
9572,54.49134651
9573,79.11269329999998
9574,123.2041317
9575,47.70021722
9576,89.00930639
9577,61.83716974
9578,65.34336945
9579,68.80139111
9580,46.04691083
9581,150.4424873
9582,67.89248942
9583,63.63679276
9584,68.86795638
9585,56.37978746
9586,81.07561017
9587,80.09606925
9588,59.07999318
9589,50.65917592
9590,61.44391496
9591,47.22871403
9592,63.75813311
9593,81.03315376
9594,52.36009543
9595,64.70406361
9596,56.31227953
9597,70.63608529
9598,49.10317992
9599,37.29707821
9600,57.1185892
9601,66.70586758
9602,268.9445042
9603,55.78059604
9604,68.23104459
9605,76.53839278
9606,46.59482648
9607,33.71069196
9608,141.0852627
9609,51.76062954
9610,68.01730519
9611,79.55536809
9612,49.18125729
9613,64.29612353
9614,46.54470208
9615,92.93561067
9616,25.56119067
9617,97.01849138
9618,50.66105807
9619,189.5690976
9620,46.31847476
9621,32.77886774
9622,74.9082834
9623,79.67467923
9624,79.39709575
9625,72.86845093
9626,65.36358489999999
9627,61.01540258
9628,122.0033023
9629,53.97075478
9630,50.12033973
9631,70.25671895
9632,63.91261067
9633,49.54400088
9634,39.87943634
9635,69.61396464
9636,54.77736120000001
9637,62.60102016
9638,137.2669097
9639,46.74651885
9640,44.46355356
9641,62.97474168
9642,53.69554959
9643,58.73240119
9644,68.11403788
9645,50.38491895
9646,73.7194425
9647,54.13001933
9648,96.22030611
9649,82.87396519
9650,45.63918872
9651,66.1674804
9652,67.76691944
9653,73.67205036
9654,159.7453834
9655,59.86789232
9656,91.5568035
9657,88.49879961
9658,72.81428108
9659,55.82571817
9660,133.5808151
9661,69.17985551
9662,60.13993917
9663,102.0085468
9664,75.37877192
9665,84.84793941
9666,32.41362597
9667,115.7337823
9668,94.53628255
9669,156.9162116
9670,100.3418244
9671,93.99907795
9672,113.53419440000002
9673,46.24573242
9674,68.69054157
9675,590.5653075
9676,59.70977569
9677,84.56232253
9678,56.38243844
9679,66.48570398
9680,62.15890381
9681,77.77462661
9682,94.58304417
9683,43.83815719
9684,53.03989687
9685,54.47366965
9686,50.13661796
9687,57.51121451
9688,55.75265001
9689,57.66907761
9690,74.99745655
9691,84.49474029999998
9692,66.01977658
9693,77.6120986
9694,75.98718145
9695,51.01142055
9696,50.44034461
9697,69.04018543
9698,60.54033696
9699,52.67768228
9700,48.41464966
9701,63.07132117
9702,80.73280951
9703,51.38820607
9704,68.45626852
9705,77.41396628
9706,34.09195487
9707,69.80798452
9708,114.5785696
9709,76.32041957
9710,54.39517486
9711,65.0962672
9712,62.86088584
9713,112.3836597
9714,79.78119324
9715,117.5862561
9716,57.06921462
9717,100.26311590000002
9718,94.29965949
9719,82.6411371
9720,74.3158321
9721,40.49926369
9722,97.26322925
9723,89.62929846
9724,80.97729388
9725,5.793241496
9726,223.5935716
9727,117.62048490000002
9728,67.13141707
9729,84.53041474
9730,83.28459231
9731,59.99533194
9732,71.69978779
9733,70.95733922
9734,9.162364712
9735,62.42446024
9736,61.40701577
9737,86.03156284
9738,29.07834296
9739,59.88666104
9740,4.71082408
9741,172.326134
9742,36.29943283
9743,30.59120669
9744,115.07911570000002
9745,962.2417932
9746,31.61271563
9747,23.72786629
9748,53.55711410000001
9749,41.15800746
9750,42.08162375
9751,179.6387967
9752,39.61040813
9753,70.87681389
9754,33.94632984
9755,34.50058521
9756,25.43740158
9757,107.8371523
9758,113.9092335
9759,213.0114345
9760,139.3744241
9761,116.1141047
9762,106.815182
9763,49.72240299
9764,63.80929756
9765,114.415179
9766,54.5079372
9767,61.44679597
9768,69.62821008
9769,59.66132033
9770,66.78261457
9771,36.14181048
9772,75.85323939
9773,76.14924551
9774,35.36723216
9775,28.63309051
9776,65.31938587
9777,1.70995916
9778,118.8949794
9779,38.24156513
9780,65.78111137
9781,73.30174050000002
9782,78.44567468
9783,9.289158562
9784,87.54628324
9785,66.84008855
9786,71.87818514
9787,45.17283046
9788,71.88061454
9789,71.29409719
9790,72.97102682
9791,70.47510704
9792,57.83953264
9793,81.03786237
9794,63.61572239
9795,59.41106096
9796,111.0760488
9797,68.78654948
9798,57.85619348
9799,81.05467961
9800,64.10755756
9801,48.43955995
9802,85.69364456
9803,70.35402103
9804,67.17246027
9805,66.2620072
9806,78.33344932
9807,60.35202567
9808,96.67200199
9809,108.0073426
9810,63.57990268
9811,49.95775731
9812,53.04898967
9813,55.60160836
9814,106.8041672
9815,89.07009632
9816,68.71502585
9817,97.00757809
9818,63.79644366
9819,63.98618233
9820,74.91920141
9821,71.09591297
9822,55.94235881
9823,70.61076159
9824,62.59935605
9825,68.8018212
9826,51.88962129
9827,45.75926791
9828,63.44905388
9829,54.93187320000001
9830,69.86616418
9831,74.72772606
9832,103.813819
9833,42.92309209
9834,52.79335551
9835,90.14602839
9836,56.02491037
9837,41.14143931
9838,77.05272307
9839,57.44622602
9840,70.90429001
9841,95.78524915
9842,54.45982872
9843,72.56810954
9844,87.58475701
9845,53.05019832
9846,55.13832759
9847,70.02390472
9848,125.06803229999998
9849,84.56479415
9850,77.76069154
9851,75.84064316
9852,75.54903757
9853,62.64480138
9854,50.1696704
9855,56.79841436
9856,57.72429572
9857,71.60892676
9858,55.5671849
9859,71.19369703
9860,347.49424
9861,92.28035388
9862,37.89532943
9863,94.21044188
9864,119.997267
9865,92.03271465
9866,50.54945629
9867,67.45975686
9868,81.75484592
9869,56.41929666
9870,74.95114616
9871,49.95663155
9872,45.84884823
9873,41.43404137
9874,64.21983205
9875,95.13439623
9876,74.1455716
9877,272.49508960000003
9878,32.43977343
9879,113.1594151
9880,97.5199141
9881,68.05362905
9882,47.41951897
9883,58.49836531
9884,55.31918839
9885,59.68132514
9886,117.2276034
9887,70.50508055
9888,78.42601556
9889,38.52560332
9890,52.37224111
9891,78.89429272
9892,56.36541753
9893,53.62236617
9894,62.15839184
9895,191.1063246
9896,129.4471855
9897,89.33215351
9898,73.63386976
9899,78.69025546
9900,61.27516414
9901,228.5024652
9902,47.66451875
9903,41.09130957
9904,62.93419881
9905,87.37394524
9906,82.20627033
9907,138.5989967
9908,67.37953645
9909,68.23606138
9910,68.05118072
9911,71.60346737
9912,134.0031362
9913,60.80302086
9914,50.77133987
9915,14.68981009
9916,2.037858778
9917,27.49279437
9918,26.32951221
9919,45.46605326
9920,31.09171602
9921,12.10741917
9922,46.87917938
9923,57.62964696
9924,69.55770671
9925,72.12972405
9926,66.84092447
9927,61.18474322
9928,60.05397691
9929,36.42374063
9930,56.41536677
9931,56.01885317
9932,37.45269643
9933,67.95267237
9934,47.57589505
9935,73.64814547
9936,68.27756273
9937,95.59672909
9938,53.29197579999999
9939,114.9937038
9940,62.85236761
9941,100.0538765
9942,85.08915611
9943,44.99324682
9944,193.0269616
9945,181.8727937
9946,53.78846281
9947,43.75806933
9948,120.5475654
9949,69.10933309
9950,43.22686436
9951,84.61205309
9952,39.17042853
9953,45.41017435
9954,67.91288066
9955,61.23126199
9956,60.57153711
9957,67.76399493
9958,81.69767466
9959,58.57827234
9960,29.11411444
9961,46.58653583
9962,65.54386873
9963,50.36868964
9964,87.75546741
9965,71.69784299
9966,65.16458308
9967,58.05222907
9968,66.63410395
9969,68.73641968
9970,49.09318592
9971,90.31378592
9972,72.13278286
9973,114.224722
9974,107.9598825
9975,60.53090663
9976,78.91123955
9977,57.06294439
9978,128.2679544
9979,145.8144666
9980,34.26874112
9981,74.91352075
9982,70.62608766
9983,120.207121
9984,80.21571248
9985,59.8616584
9986,49.35162096
9987,51.20786446
9988,88.62545408
9989,37.84513871
9990,66.48325083
9991,50.38572711
9992,61.83132211
9993,62.41380727
9994,91.0684641
9995,41.92869425
9996,63.86996749
9997,66.41322054
9998,106.9984179
9999,46.94039686
10000,36.15011078
10001,90.24573929
10002,36.96740864
10003,57.48604618
10004,43.00385148
10005,48.96622571
10006,153.0022252
10007,97.83874614
10008,1.942549098
10009,81.73082679
10010,76.21133420000002
10011,98.24046275
10012,44.31511191
10013,72.43262476
10014,44.64061911
10015,52.82886869
10016,73.44529542
10017,130.5046095
10018,47.7046723
10019,57.32117943
10020,59.65949488
10021,57.81776664
10022,41.45908958
10023,26.12657927
10024,79.78494332
10025,66.52373817
10026,106.1079433
10027,46.65452127
10028,177.1994554
10029,63.77847320000001
10030,98.59633064
10031,90.4195683
10032,32.97302476
10033,78.43382207
10034,52.17913943
10035,67.30880301
10036,70.47307586
10037,64.60763408
10038,55.02861021
10039,32.54212537
10040,54.45337257
10041,75.05806479
10042,40.25770829
10043,45.22138748
10044,87.97504116
10045,201.4964836
10046,65.02001169
10047,58.47617728
10048,44.67559855
10049,42.37246295
10050,33.41393835
10051,19.1765456
10052,66.95902566
10053,62.32946896
10054,77.81077136
10055,71.2042606
10056,58.25157824
10057,56.42387896
10058,87.02528404
10059,81.53634241
10060,68.36541869
10061,46.49006527
10062,65.67595194
10063,50.45950981
10064,89.41538809999999
10065,103.0459001
10066,47.31407885
10067,54.99024701
10068,8.465944457
10069,71.14479943
10070,33.94428374
10071,72.60515637
10072,96.08151122
10073,63.72536621
10074,88.89885502
10075,66.92491945
10076,80.35405354
10077,110.9544492
10078,107.15312659999998
10079,86.33896243
10080,82.14849775
10081,133.0881314
10082,93.83889414
10083,48.30006176
10084,42.0203416
10085,76.91006644
10086,236.9249639
10087,58.62053875
10088,82.46722987
10089,70.54126993
10090,38.92993482
10091,57.08001309
10092,46.25241957
10093,59.87276376
10094,72.47313974
10095,56.63799344
10096,125.4690882
10097,67.26486781
10098,81.67265443
10099,68.80742749
10100,50.17505553
10101,56.96103305
10102,186.7682516
10103,113.1062501
10104,56.92505389
10105,135.9704384
10106,211.6488427
10107,72.56028261
10108,87.37492998
10109,114.9215678
10110,83.53075327
10111,59.56606776
10112,47.27444184
10113,61.06746353
10114,56.96851697
10115,44.32464113
10116,74.69745598
10117,91.92449549
10118,62.36236932
10119,101.9147359
10120,80.67572398
10121,76.64376731
10122,55.17553909
10123,75.44742034
10124,80.82969543
10125,58.21243851
10126,66.63289639
10127,62.82561254
10128,27.13531693
10129,48.96608668
10130,87.31793879
10131,49.51663282
10132,61.53694905
10133,69.57813444
10134,36.84012625
10135,38.88800354
10136,56.12277519
10137,11.39039087
10138,70.49305875
10139,78.01552668
10140,60.03487005
10141,34.93501696
10142,48.77202943
10143,87.93076917
10144,32.42616122
10145,54.03110983
10146,71.94013678
10147,59.49688325
10148,74.59653328
10149,64.28363719
10150,61.46344423
10151,73.11421362
10152,63.92124204
10153,75.10776990000002
10154,57.79985783
10155,56.69255695
10156,54.83749038
10157,84.05850748
10158,49.79731351
10159,68.27749959
10160,74.66193056
10161,109.5315658
10162,60.81253538
10163,51.21104084
10164,63.72391355
10165,51.28273536
10166,49.30577767
10167,74.04179833
10168,49.08695682
10169,69.45499074
10170,36.30826086
10171,57.6298824
10172,79.2321386
10173,48.22180689
10174,170.3017455
10175,62.51143626
10176,51.15391209
10177,81.11116085
10178,93.62639713
10179,84.12546972
10180,98.2650136
10181,54.46697039
10182,77.03494404
10183,81.71790076
10184,43.85576502
10185,90.83422266
10186,41.66254112
10187,48.82481368
10188,38.10879813
10189,37.79458232
10190,66.28578292
10191,26.41963488
10192,59.63472564
10193,91.77624273
10194,43.42178493
10195,95.10487890000002
10196,41.5058917
10197,80.57617555
10198,251.8783938
10199,90.47527325
10200,49.22900168
10201,6.651658671
10202,96.10901034
10203,107.8919961
10204,223.1893934
10205,135.7638383
10206,81.74675213
10207,109.6069892
10208,50.89009575
10209,100.4428546
10210,183.9064747
10211,31.44189254
10212,103.0105064
10213,67.93011187
10214,26.73430805
10215,76.96169870000001
10216,388.856776
10217,105.6442539
10218,177.9880555
10219,38.55061823
10220,125.3641813
10221,193.8471835
10222,65.06556739
10223,128.4057135
10224,78.07092822
10225,28.49301559
10226,41.30107823
10227,54.05212374
10228,144.81871030000005
10229,54.91020462
10230,7.272578591
10231,74.73968327
10232,134.01635829999998
10233,234.7988097
10234,57.99654015
10235,63.83075673
10236,21.80225403
10237,62.6670429
10238,72.83376821
10239,84.0395638
10240,75.06866572
10241,82.58344389
10242,59.42330829
10243,103.75081740000002
10244,35.79337741
10245,45.52010501
10246,44.25672497
10247,86.89269344
10248,82.50330811
10249,82.16487791
10250,75.16893832
10251,71.22709911
10252,47.93241628
10253,29.00348727
10254,27.036167
10255,94.6087652
10256,97.71581798
10257,67.04887479
10258,72.87237954
10259,90.5500554
10260,286.7614258
10261,23.69833622
10262,169.9817732
10263,31.85470237
10264,27.28958755
10265,298.2275850000001
10266,95.83099508
10267,85.69706515
10268,68.01749453
10269,63.56354679
10270,52.52662908
10271,55.61368416
10272,47.81064546
10273,53.04415716
10274,44.72304125
10275,128.2602569
10276,74.93734066
10277,90.29707876
10278,59.04580228
10279,66.6696866
10280,45.96195925
10281,95.87330312
10282,90.39763492
10283,111.14286570000002
10284,69.49771703
10285,98.66661234
10286,58.69361797
10287,63.94954577
10288,63.71427119
10289,58.06271197
10290,54.55710856
10291,32.42721547
10292,67.38869994
10293,68.58418222
10294,82.39771596
10295,60.00686405
10296,63.14760495
10297,62.85306146
10298,84.74405806
10299,63.25887678
10300,42.63353007
10301,53.77319318
10302,66.75988799
10303,62.77296188
10304,52.63439669
10305,130.1293454
10306,37.41746203
10307,63.86439470000001
10308,73.70808588
10309,72.35661657
10310,40.62257112
10311,56.31880504
10312,79.28164333
10313,66.24434808
10314,57.23693373
10315,136.6093769
10316,61.40216048
10317,79.24762631
10318,61.04730434
10319,46.89669095
10320,36.75652816
10321,71.81462671
10322,57.08363172
10323,44.33011747
10324,83.26375016
10325,52.1437651
10326,60.18871076
10327,88.1454689
10328,98.0999997
10329,51.87594072
10330,36.45503609
10331,104.0630354
10332,111.497708
10333,108.4746292
10334,56.63407148
10335,52.80758068
10336,231.5804462
10337,51.27753941
10338,47.28619366
10339,54.42533174
10340,167.3653369
10341,93.98350863
10342,63.88265157
10343,44.70245283
10344,144.18929319999995
10345,97.70859182
10346,70.26869018
10347,62.30557398
10348,101.6196097
10349,246.1497508
10350,225.4835759
10351,36.93509699
10352,73.07232892
10353,28.90586034
10354,320.8043038
10355,110.0169734
10356,81.0497583
10357,87.04758223
10358,74.33372949
10359,109.2729028
10360,25.78394171
10361,51.87551054
10362,80.70412085
10363,42.76585705
10364,52.46598637
10365,40.72528806
10366,46.48108365
10367,55.82900228
10368,36.82432262
10369,170.18267590000005
10370,59.55549705
10371,59.81413201
10372,53.24249593
10373,72.17834385
10374,65.75793502
10375,39.26026839
10376,216.1586267
10377,87.07974996
10378,66.42682073
10379,21.54001629
10380,42.23568459
10381,41.41570808
10382,35.44832844
10383,120.4732605
10384,82.88532221
10385,103.764474
10386,305.0686809
10387,39.30906497
10388,61.52847317
10389,106.2713347
10390,182.3674756
10391,84.79002185
10392,103.1249354
10393,238.875941
10394,109.6053049
10395,123.0457633
10396,41.62847945
10397,97.77614831
10398,51.54242573
10399,62.50966727
10400,73.39683416
10401,91.7894954
10402,30.95351666
10403,28.90277816
10404,43.84141152
10405,39.66996841
10406,59.60035085
10407,64.93375237
10408,130.7748098
10409,55.81099216
10410,54.22940552
10411,54.57980285
10412,87.82972948
10413,56.29352958
10414,80.99027665
10415,74.04931545
10416,67.82617242
10417,70.2712202
10418,95.82190501
10419,71.89330364
10420,87.83001
10421,54.36039666
10422,56.90089541
10423,73.26598309999999
10424,124.4499626
10425,89.49711097
10426,68.62426529999999
10427,79.87714813
10428,71.57136449
10429,139.8327919
10430,73.78301997
10431,11.391788
10432,6.119647637999999
10433,48.60988551
10434,66.52251111
10435,28.54746238
10436,28.33207075
10437,46.32654795
10438,48.51004094
10439,63.40792437
10440,57.48681644
10441,101.0685212
10442,44.84635203
10443,58.40459076
10444,39.43634375
10445,32.22651916
10446,133.1444639
10447,44.03045451
10448,64.97300678
10449,31.66031445
10450,416.805514
10451,34.26476852
10452,28.810947100000003
10453,58.90431885
10454,45.45053654
10455,77.53419287
10456,22.05594987
10457,76.64648959
10458,69.03009467
10459,54.67534961
10460,121.4465809
10461,53.76654853
10462,62.11154207
10463,66.16438875
10464,65.64426751
10465,75.65521994
10466,83.69527189
10467,97.77685003
10468,51.01130685
10469,63.66572961
10470,68.33180934
10471,56.35736252
10472,59.73143394
10473,30.86586149
10474,66.88660458
10475,38.52160607
10476,155.3303439
10477,50.74480295
10478,102.1300648
10479,34.364132700000006
10480,74.04482165
10481,71.32932879
10482,83.74121888
10483,59.26807667
10484,39.33744834
10485,31.69926177
10486,243.0742962
10487,35.24770015
10488,38.55381655
10489,45.61194085
10490,77.74116563
10491,140.1970913
10492,102.7137411
10493,87.02335248
10494,111.3566253
10495,249.3033665
10496,78.10341552
10497,854.6605229
10498,123.1934303
10499,64.67988605
10500,70.16788557
10501,170.4728488
10502,64.50739975
10503,157.6627015
10504,120.8653357
10505,61.77454713
10506,487.2549713
10507,490.9688837000001
10508,76.89588439
10509,208.8247947
10510,206.4316082
10511,250.5271721
10512,230.6041643
10513,36.16768094
10514,312.6462116
10515,103.3653282
10516,88.73504287
10517,232.56422110000003
10518,45.5247417
10519,50.41400734
10520,99.26288301
10521,89.11931048
10522,163.30823
10523,95.9802478
10524,108.2632204
10525,48.44343445
10526,64.62324956
10527,111.5530041
10528,85.69363532
10529,95.69832896
10530,165.6380179
10531,68.9114179
10532,52.12794041
10533,73.35325005
10534,67.58085969
10535,169.097739
10536,47.56603112
10537,66.16824022
10538,49.91092534
10539,86.76588787
10540,140.2079795
10541,113.3858099
10542,152.5104143
10543,80.83742832
10544,104.2007911
10545,98.77551169
10546,96.0624847
10547,130.8035363
10548,90.42855583
10549,119.8622889
10550,75.93813828
10551,260.685277
10552,91.27500125
10553,93.36233036
10554,97.1126801
10555,60.44390878
10556,126.0633997
10557,52.59309514
10558,92.35414288
10559,88.27719431
10560,120.5120916
10561,67.93033986
10562,68.64837146
10563,71.80289831
10564,72.54406366
10565,126.2266352
10566,90.64827323
10567,68.1322287
10568,62.65766552
10569,77.10886951
10570,79.10212794
10571,251.030692
10572,310.0023357
10573,297.5982538
10574,115.15531
10575,79.27993516
10576,72.2591281
10577,71.91221243
10578,101.0675715
10579,79.1338877
10580,134.7074401
10581,92.56493856
10582,57.73560894
10583,94.314123
10584,63.14793866
10585,76.25514144
10586,57.46625663
10587,66.99925923
10588,51.34434578
10589,111.6328275
10590,81.96609944
10591,65.44394795
10592,97.89539467
10593,59.05243734
10594,67.02435569
10595,48.66257625
10596,86.65394576
10597,72.17943212
10598,79.21302374
10599,96.15704342
10600,68.37280472
10601,85.72743249
10602,63.32671237
10603,114.7694547
10604,72.35995292
10605,229.1109038
10606,75.65754608
10607,80.3965465
10608,110.426654
10609,75.29900403
10610,76.26801677
10611,128.2348345
10612,72.61050153
10613,87.92912621
10614,55.25898672
10615,74.1216345
10616,76.01350129
10617,84.27817086
10618,57.37606964
10619,67.51891016
10620,101.4455438
10621,57.73049905
10622,107.4088122
10623,96.4984071
10624,67.22905138
10625,77.04499062
10626,108.5173102
10627,94.67040696
10628,69.85758683
10629,93.57486241
10630,46.31799219
10631,142.5658477
10632,71.33160057
10633,23.57931095
10634,68.04096244
10635,82.44748417
10636,90.37737531
10637,82.69431411
10638,119.8751149
10639,82.13416774
10640,59.06573361
10641,61.64531306
10642,106.2289149
10643,58.17989877
10644,103.5813965
10645,93.93250984
10646,97.70036432
10647,84.69874375
10648,117.542035
10649,67.70966573
10650,74.87797238
10651,56.36127868
10652,90.85128923
10653,64.43997975
10654,63.91978028
10655,64.9073106
10656,68.78477715
10657,104.7502759
10658,77.43901398
10659,70.39848123
10660,47.25210502
10661,103.2083284
10662,105.0264259
10663,85.10873891
10664,65.55203052
10665,84.51741984
10666,57.3824958
10667,252.62069080000003
10668,202.5333485
10669,104.3420816
10670,66.4064833
10671,90.94140239
10672,114.2836344
10673,71.00055774
10674,62.87873704
10675,84.50923747
10676,113.43526
10677,105.174241
10678,116.6937894
10679,80.25278067
10680,106.5939239
10681,83.06715782
10682,102.9635031
10683,95.44336337
10684,250.69100240000003
10685,214.18690350000003
10686,119.0725887
10687,441.9935794
10688,81.04167131
10689,107.16342659999998
10690,100.9237776
10691,182.4108672
10692,82.85999704
10693,205.7452011
10694,258.9457205
10695,68.91964693
10696,239.1670475
10697,150.9231346
10698,35.28801151
10699,172.4436614
10700,68.69320445
10701,64.09101807
10702,88.06740313
10703,70.16002765
10704,69.49638066
10705,66.28391527
10706,55.63601839
10707,309.043661
10708,113.1843512
10709,80.0505301
10710,74.04579114
10711,141.6996245
10712,130.05514
10713,68.93640581
10714,97.11261441
10715,79.66178826
10716,253.71004680000004
10717,63.03813445
10718,94.86402267
10719,51.33610681
10720,59.09977816
10721,48.09392713
10722,142.2818427
10723,98.77424303
10724,67.65796726
10725,116.39033059999998
10726,139.3932254
10727,127.4112432
10728,49.849397
10729,101.0866158
10730,122.1302111
10731,86.71581868
10732,117.4335053
10733,47.23303904
10734,81.95405737
10735,61.20731675
10736,53.02178733
10737,94.77993844
10738,78.94409531
10739,59.83713118
10740,86.32962663
10741,39.48242535
10742,105.9982104
10743,82.96051236
10744,71.91531219
10745,100.192464
10746,231.2842781
10747,67.57962496
10748,44.35656465
10749,47.01887953
10750,93.97363919
10751,111.1726973
10752,258.46128980000003
10753,75.40131187
10754,52.69210897
10755,58.87962421
10756,49.44803904
10757,55.76153926
10758,121.3516542
10759,93.30868088
10760,235.0212818
10761,81.7089573
10762,278.89683610000003
10763,100.9964241
10764,51.97432325
10765,179.449896
10766,72.02492028
10767,123.3639473
10768,70.94159908
10769,65.37579524
10770,33.30730296
10771,60.5993916
10772,72.83144032
10773,29.97596079
10774,76.78766903
10775,101.8304908
10776,127.1874698
10777,72.85136089
10778,769.3893713
10779,94.1448943
10780,105.99561509999998
10781,111.6150899
10782,267.4285099
10783,133.4861394
10784,68.02113609
10785,100.51221540000002
10786,51.76709037
10787,19.72543125
10788,213.4919087
10789,105.70918600000002
10790,101.2826179
10791,138.4292966
10792,238.7895005
10793,82.15351916
10794,73.31247735
10795,67.15785521
10796,82.17575865
10797,82.4405105
10798,101.9602907
10799,100.4280121
10800,73.1268685
10801,214.4976562
10802,50.18801892
10803,72.90063804
10804,55.04475942
10805,49.42035867
10806,100.0295712
10807,97.25239479
10808,134.5303639
10809,84.34418336
10810,92.12565968
10811,240.2707852
10812,56.35486936
10813,71.4840764
10814,50.68074323
10815,61.78661919
10816,53.13555949
10817,68.27612247
10818,85.72105671
10819,22.60025224
10820,30.0914388
10821,52.0137775
10822,161.6831882
10823,141.1577821
10824,283.6872648
10825,109.5546812
10826,122.03002340000002
10827,148.994405
10828,31.4815943
10829,55.37220093
10830,92.62987229
10831,61.73913931
10832,36.92895152
10833,69.29408687
10834,68.67601013
10835,48.43671005
10836,83.54660119
10837,83.67936812
10838,46.30733195
10839,67.40780579
10840,59.27291271
10841,98.86219737
10842,362.1744359
10843,65.92627613
10844,78.63895583
10845,52.00233299
10846,207.3932269
10847,63.49482526
10848,73.00110712
10849,80.29763686
10850,57.55438912
10851,61.09452243
10852,96.14531626
10853,69.22546715
10854,61.31659197
10855,91.60510169
10856,53.14154622
10857,62.68276267
10858,67.53015504
10859,42.04268538
10860,54.05214379
10861,125.2073623
10862,71.86411905
10863,50.22944862
10864,75.05005265
10865,186.9211589
10866,132.56103159999998
10867,101.8393405
10868,244.0674358
10869,71.96079235
10870,90.23712565
10871,93.70739504
10872,60.81113337
10873,57.12555774
10874,95.5739058
10875,109.7986626
10876,93.6141804
10877,69.39666986
10878,67.24562916
10879,280.6402111
10880,242.181173
10881,48.365963
10882,52.79825242
10883,102.2675158
10884,142.1817836
10885,99.64128054
10886,72.52299920000002
10887,57.06951841
10888,340.5989236
10889,117.7317383
10890,716.4242962999997
10891,102.9045369
10892,177.3120951
10893,73.67908059999998
10894,456.8221889
10895,78.21047744
10896,83.32513006
10897,47.91299843
10898,445.2980575
10899,52.07802102
10900,62.34283002
10901,75.96674128
10902,361.1202045
10903,86.88680147
10904,71.1384765
10905,225.367798
10906,201.1650161
10907,248.0882695
10908,232.6276059
10909,142.69188640000004
10910,86.92839204
10911,73.40264229
10912,83.95579375
10913,78.24431729999998
10914,136.1567646
10915,77.06323972
10916,89.95624031
10917,64.32772735
10918,73.15239085
10919,631.2783708
10920,409.2614584
10921,185.232672
10922,260.8798531
10923,320.1455394
10924,134.92393669999998
10925,99.8003537
10926,147.704257
10927,197.6665603
10928,472.96675210000006
10929,343.12777
10930,259.4041651
10931,76.90953985
10932,309.99087010000005
10933,166.5853873
10934,109.577089
10935,135.2130959
10936,109.0802925
10937,165.61806040000005
10938,55.46488088
10939,61.81798633
10940,121.70840459999998
